text,price
"Thermal Grizzly - Kryonaut la pasta térmica de mayor calidad - Para enfriar todos los procesadores, tarjetas gráficas y disipadores de calor en ordenadores y consolas (11,1 Gramm / 3 ml)",29.99
"Intel Core i7-11700 procesador 2,5 GHz 16 MB Smart Cache Caja",336.49
"AMD Ryzen 5 3400G, Procesador con Disipador de Calor Wraith Spire (4 MB, 4 Núcleos, Velocidad de 4.2 GHz, 65W)",336.49
"Intel Xeon E5-2680 - Procesador de 8 núcleos (2,7 GHz, 8,0 GT/s, caché inteligente de 20 MB, FCLGA2011, 130 W, SR0KH, BX80621E52680, renovado)",54.90
"ASUS ROG Strix X570-F Gaming - Placa Base Gaming AMD AM4 X570 ATX con PCIe 4.0, Aura Sync RGB led, Intel Gigabit Ethernet, dual M.2 con disipadores, SATA 6Gb/s, USB 3.2 Gen 2, soporta Ryzen 3000",276.42
"ASUS PRIME B450M-A - Placa base AMD AM4 mATX con conector Aura Sync RGB, DDR4 3200 MHz, M.2, HDMI 2.0b, SATA 6 Gbps y USB 3.1 Gen. 2, soporta Ryzen 3000",276.42
"Jonsbo - CR-1400 ARGB 92mm Ventilador de CPU RGB para PC para CPU Intel y AMD Enfriamiento Procesadores eficientes, alto potencial de enfriamiento y diseño elegante",276.42
"Jonsbo ANGELEYES TW2-360 - Sistema completo de refrigeración por agua, RGB - 360 mm, PC Watercooling Kit, refrigerador de Procesador System for Intel AMD, Watercooling Custom",89.80
"Procesador AMD Ryzen 7 1700x 3, 4 GHz (Summit Ridge) Socks AM4 - Boxed",229.90
"Noctua NT-H1 3.5g, Pasta Térmica (3.5 g)",8.90
Procesador Intel Core i7-2600 Quad-Core 3.4 GHz 8 MB Cache LGA 1155 - BX80623I72600 (Reacondicionado),144.99
Hopcd 4 Canales CCTV Video Quad Splitter & Switcher CCTV DVR Cámara de Seguridad Video Splitter Sistema de procesador para hogar/Oficina/supermercado/apartamento,49.99
Kit de Rendimiento Intel NUC 10 NUC10i7FNK - Procesador Intel Core i7 (Cuerpo Delgado),829.99
Pro 300GE Pro 300GE 3.4 GHz Dual-Core Quad-Thread CPU Processor 35W YD300BC6M2OFH Socket AM4,99.00
"Intel Core E8500 - Procesador (Intel® Core™2 Duo, 3,16 GHz, LGA 775 (Socket T), PC, 45 NM, E8500)",101.78
PowerA - Estación de carga Joy-Con (Nintendo Switch),19.95
WZYDY Accesorios A-M-D RY-Zen 9 390 0X r9 3900x 3.8 g Hz Doce núcleo de 24 Hilo UPC Procesador 7nm L3 = 64m 100-000000023 Zócalo am4 UPC,19.95
"Intel Core i5 – 4670 3.4 GHz 6 MB L3 procesador – Procesadores (Intel® Core ™ i5 de 4 EME generación, 3,4 GHz, LGA 1150 (Socket H3), PC, 22 NM, i5 – 4670)",19.95
"Intel Core i7-8700K - Procesador ( 8ª generación de procesadores Intel Core i7, 3.7 GHz, 12MB Smart Cache, PC, 14 nm, 8 GT/s) (Reacondicionado)",19.95
"Intel Procesador de sobremesa Core i7-5820K (6 núcleos, 3,3 GHz, caché de 15 MB, tecnología Hyper-Threading) (reacondicionado certificado)",289.99
"Intel Celeron G1840 - Procesador (Socket H3, 2.8 GHz, 2 MB)",289.99
AMD Athlon II X4 640 3.0 GHZ 2 MB Quad-core CPU procesador Socket AM2 + AM3 938-pin 95 W,289.99
EG STARTS Kaby Intel CPU Delid y Relid para LGA 1150 1151 1155 Skylake i3 i5 i7 Herramienta de Portada Abierta E3 1230 1231 3770k 4590 4790k 7700k 8600k 8700K,23.00
SONGHUA Accesorios para computadora I7-6950x 10- Core 3.0GHz LGA2011-3 CPU Procesador I7 6950X UPC procesador,526.45
"AMD FX -8300 procesador 3,3 GHz 8 MB L3 - Procesador (AMD FX, 3,3 GHz, Socket AM3+, PC, 32 NM, FX-8300)",526.45
Procesador Intel Core i7-2600K Quad-Core 3.4 GHz 8 MB Cache LGA 1155 - BX80623I72600K (Reacondicionado),199.00
"Procesador Intel® CoreTM i5-10500 para Equipos de sobremesa de 6 núcleos hasta 4,5 GHz LGA1200 (Chipset: Intel® Serie 400) 65 W, Número de Modelo: BX8070110500",199.00
Intel Core 2 Quad Q8400 - Procesador,199.00
"intel Core i7-4770 - Procesador de sobremesa de cuatro núcleos 3,4 GHZ LGA 1150 8 MB caché BX80646I74770 (renovado)",239.99
SONGHUA Accesorios para computadora 5 560 0X r5 5600x 3.7 g Hz Seis núcleo Doce Hilo 6 CPU 5W Procesador L3 = 32m 100-000000065 Enchufe Am4 Ningún Fan UPC procesador,636.57
Bitcoin I BTC I Procesador I CPU Camiseta,19.99
"AMD Phenom II X4 955 Black Edition - Procesador de CPU de cuatro núcleos (3,2 GHz, 6 MB, HDZ955FBK4DGM Socket AM3, 125 W)",19.99
"Intel Core I7-6700 FC-LGA14C - Memoria caché de procesador (3,40 GHz, 8 m, 4 LGA 1151 BX80662I76700, renovado)",384.99
"Intel Core i5-4570 - Procesador (Intel Core i5-4xxx, Socket H3 (LGA 1150), PC, i5-4570, Intel® HD Graphics 4600, DDR3-SDRAM)",384.99
"Intel Core i7-9700F - Procesador (9th Gen Intel Core i7, 3 GHz, LGA 1151 (Zócalo H4), PC, 14 NM, i7-9700F)",321.09
"AMD Ryzen Threadripper 1900X Box sTR4 - Microprocesador, Color Negro",219.99
Intel CPU CORE I5-9400F 2.90GHZ 9M LGA1151 NO GRAPHICS BX80684I59400F 999CVM,165.55
"AMD ADX640WFGMBOX - Procesador CPU AMD AM3 Athlon II X4 640 (4X 3,0 GHz)",165.55
Tree Of Life Tech Nerd Life procesador de núcleo de computadora CPU PopSockets PopGrip Intercambiable,17.99
Tonysa CPU para Xeon X5650 Six-Core Doce Hilos 2.66GHz 12M Cache LGA1366 CPU Versión Oficial,32.89
Desarrollador de procesadores de CPU Científico informático Sudadera,30.99
Kyocera 302 FM93096 – Procesador unidad PU-102 – 100.000 páginas – Garantía: 1Y,365.58
Pro 300GE Pro 300GE 3.4 GHz Dual-Core Quad-Thread CPU Processor 35W YD300BC6M2OFH Socket AM4,99.00
Tonysa CPU para Xeon X5650 Six-Core Doce Hilos 2.66GHz 12M Cache LGA1366 CPU Versión Oficial,32.89
"Intel Core i7-4770 - Procesador (Socket H3, 3.4 GHz, 8 MB)",295.00
"Intel Core i3-3250 - Procesador (Socket H2, 3.5 GHz, 3 MB)",97.84
"Intel Procesador de sobremesa Core i5-11400F 6 núcleos hasta 4,4 GHz LGA1200 (chipset Intel 500 Series & Select 400) 65W",235.00
"Intel Procesador de sobremesa Core i9-11900 de 8 núcleos de hasta 5,2 GHz LGA1200 (chipset Intel serie 500 y serie 400) 65W",235.00
"Intel Core i7-4770K - Procesador (3.5 GHz, DDR3-SDRAM, Intel HD Graphics 4600)",325.00
"Intel Core i5-3470 SR0T8 Socket H2 LGA1155 Procesador de CPU de escritorio 6 MB 3,2 GHz 5GT/s (renovado)",59.00
"Intel Procesador de CPU G2020 de 2,9 GHz, 5,0 GT/s de 3 MB LGA 1155 BX80637G2020",120.40
"Intel Core i3-4160T - Procesador (4ª generación de procesadores Intel® Core™ i3, 3,1 GHz, LGA 1150 (Zócalo H3), PC, 22 NM, i3-4160T)",120.40
"Abysm Snow II Disipador de CPU Alto Rendimiento, con Ventilador Silencioso de 100 mm, 2 Heat Pipes y Compatible con Procesadores AM4, AMD e Intel",23.10
"ASUS PRIME A320M-K - Placa Base AMD AM4 mATX con iluminación LED, DDR4 3200MHz, 32Gb/s M.2, HDMI, SATA 6Gb/s, USB 3.0",54.95
"AMD A Series A10-9700 3.5GHz 2MB L2 Caja - Procesador (AMD A10, 3,5 GHz, Socket AM4, PC, 28 NM, A10-9700)",54.95
"Tarjeta regalo de Roblox - 2,000 Robux [ordenador, móvil, tableta, Xbox One, Oculus Rift o HTC Vive]",25.00
"Intel Bx80684I99900K Intel Core I9-9900K - Procesador , 3.60Ghz, 16 MB, LGA1151, Gris",25.00
"Cooler Master MasterLiquid ML360R RGB Refrigeración CPU a Liquido- Iluminación ARGB Sync, Diseño Bomba Premium y Ventiladores Triple MF120R ARGB, 394 x 119 x 27.2 mm",110.81
Intel Core i5-12600KF procesador 20 MB Smart Cache Caja,303.48
"Intel Core G6400 (Velocidad Base: 4,00 GHz; zócalo: LGA1200; 58 W).",303.48
"Intel BX80677I37100 - 51W Core i3-7100 Kaby Lake de doble núcleo a 3.9 GHz LGA 1151, procesador de escritorio Intel HD Graphics 630 (Reacondicionado)",303.48
"Noctua NT-H2 10g, Pasta Térmica Incl. 10 Toallitas Limpiadoras (10 g)",24.90
"MSI MPG X570S EDGE MAX WIFI Placa Base ATX - Admite Procesadores Ryzen Serie 5000, AM4 - Mystic Light, 75A VRM, DDR4 Boost (5300+MHz/OC), 2x PCIe 4.0 x16, 3x M.2 Gen4 x4, Wi-Fi 6E",280.95
"Intel Procesador de cuatro núcleos i7-870 - 2,93 GHz, caché de 8 MB, 2,5 GT/seg, Socket 1156, 45 nm, garantía de 3 años, caja al por menor (renovado)",104.09
"Intel Core i5-10400 Procesador de sobremesa 6 núcleos hasta 4,3 GHz LGA1200 (chipset Intel 400 Series) 65W, Número de Modelo: BX8070110400",171.64
"Pasta térmica Thermalright TF8 13.8 W/mK, alto rendimiento a base de carbono, pasta de disipador térmico, CPU para todos los enfriadores, 2 g",9.99
"EK Water Blocks 3831109813263 - Ventilador de PC (Procesador, Set de refrigeración, Rojo, Transparente, 5 - 60 °C)",9.99
"Nox Hummer H-212 - NXHUMMERH212 - Ventilador CPU 120 mm, PWM",23.92
Kyocera 302 FM93096 – Procesador unidad PU-102 – 100.000 páginas – Garantía: 1Y,365.58
"AMD Athlon 200GE 3.2GHz 4MB L3 Caja - Procesador (AMD Athlon, 3,2 GHz, Zócalo AM4, PC, 14 NM, 200GE)",110.42
"Intel BX80677I37100 - 51W Core i3-7100 Kaby Lake de doble núcleo a 3.9 GHz LGA 1151, procesador de escritorio Intel HD Graphics 630",175.00
Kyocera 302 FM93096 – Procesador unidad PU-102 – 100.000 páginas – Garantía: 1Y,365.58
Yezytech ESP-32S FR-4 WiFi y Bluetooth Core Microcontrolador Procesador Procesador 2 4Ghz Core módulo está equipado con módulo Wroom-32 compatible con,19.59
Desarrollador de procesadores de CPU Científico informático Manga Larga,23.99
Desarrollador de procesadores de CPU Científico informático Camiseta,16.49
Pro 300GE Pro 300GE 3.4 GHz Dual-Core Quad-Thread CPU Processor 35W YD300BC6M2OFH Socket AM4,99.00
"PC Desktop I7- PC MONTADO por Office Core I7 11700K 8 Core/ 16 Thread, RAM 16GB 3000MHz, SSD 250GB NVMe, WiFi Incluido, Windows 11 Pro, Ordenador montado Oficina, hogar Completo",729.99
Tree Of Life Tech Nerd Life procesador de núcleo de computadora CPU PopSockets PopGrip Intercambiable,17.99
Tonysa CPU para Xeon X5650 Six-Core Doce Hilos 2.66GHz 12M Cache LGA1366 CPU Versión Oficial,32.89
"AMD Ryzen 5 3600X - Procesador con ventilador Wraith Spire, Temp. máx.: 95°C",321.85
"MSI A320M-A Pro M2, AM4, 2X DDR4, 1PC",34.99
Thermaltake UX 100 Air Cooler ARGB/Ventiladores de CPU,28.69
CSL – XXL Speed Gaming Alfombrilla de ratón Titanwolf 900 x 400 mm – XXL Mousepad – Base de Mesa Grande – Mejora la precisión y la Velocidad,11.95
Thermal Grizzly Thermopad Minus Pad 8 - Almohadillas Conductoras Silicona Termica - Conduce el Calor y enfría los Elementos calefactores del Ordenador o la Consola (100 × 100 × 1 mm),31.16
"Office i7K - Core i7 11700K 8Core 5,10GHz Turbo, SSD NVMe 256GB + HD 1TB, RAM 16GB, COMPUTADORA Office, WiFi Incluido, Windows 11 Pro, Pc ensamblada I7 para Contadores",824.99
Pro 300GE Pro 300GE 3.4 GHz Dual-Core Quad-Thread CPU Processor 35W YD300BC6M2OFH Socket AM4,99.00
Tree Of Life Tech Nerd Life procesador de núcleo de computadora CPU PopSockets PopGrip Intercambiable,17.99
Tonysa CPU para Xeon X5650 Six-Core Doce Hilos 2.66GHz 12M Cache LGA1366 CPU Versión Oficial,32.89
"AMD FX 8350 - Procesador (AMD FX, 4 GHz, Socket AM3+, PC, FX-8350, 2,6 GT/s)",144.99
"MoneyQiu Arctic Silver 5-3.5g Pasta térmica CPU Procesador GPU PS4.Eléctricamente no conductivo,",12.99
AMD ADX620WFK42GI Athlon II X4 620 Socket AM2+/AM3 Propus Procesador CPU,12.99
Corsair Vengeance SODIMM 8GB (1x8GB) DDR4 2400MHz CL16 Memoria para Portátiles/Notebooks (Soporte para Procesadores Intel Core™ i5 e i7 de 6ª Generación) Negro,40.99
Intel Core 2 Quad Q6600 2.4 GHz procesador de CPU de cuatro núcleos SLACR LGA 775 caché de 8M,40.99
"Intel Core i7-3770 - Procesador (Intel Core i7, 3,4 GHz, Socket H2 (LGA 1155), 32 GB, DDR3-SDRAM, 1333, 1600 MHz)",40.99
Tonysa CPU para Xeon X5650 Six-Core Doce Hilos 2.66GHz 12M Cache LGA1366 CPU Versión Oficial,32.89
Desarrollador de procesadores de CPU Científico informático Manga Larga,23.99
Desarrollador de procesadores de CPU Científico informático Camiseta,16.49
Desarrollador de procesadores de CPU Científico informático Sudadera,30.99
Desarrollador de procesadores de CPU Científico informático Manga Larga,23.99
Desarrollador de procesadores de CPU Científico informático Camiseta,16.49
Desarrollador de procesadores de CPU Científico informático Sudadera,30.99
"MAK Office S Plus - PC de sobremesa i7 11700 8 Core 4,90GHz Turbo, SSD 256 GB + HDD 1000 GB,RAM 16GB DDR4,Ordenador DE Oficina, Dad, DISSIPADOR DE Aire, Windows 11 Pro, I7 Desk PC",699.99
Desarrollador de procesadores de CPU Científico informático Manga Larga,23.99
Desarrollador de procesadores de CPU Científico informático Camiseta,16.49
Desarrollador de procesadores de CPU Científico informático Sudadera,30.99
WMUIN UPC procesador Q6700 Core 2 Quad Processor 2.66GHz 8MB Cuatro nucleos FSB 1066 Escritorio LGA 775 CPU Hardware de la computadora,38.50
"Intel Core i9 7980 X E – 2,6 GHz 18 Core Procesador de Socket 2066",1.431.84
"Core i5-10600KF procesador 4,1 GHz Caja 12 MB Smart Cache",213.98
"Cooler Master MasterLiquid Lite 240 Refrigeración a Liquido CPU, Bomba de Disipación Dual y Doble Ventilador de Aire de 120 mm",51.01
"Intel i5-3470 - Microprocesador Quad-Core i5 (3.2Ghz, caché de 6Mb, hasta a 3.6GHz, Socket 1155)",51.01
"Intel Xeon E-2126G procesador 3,3 GHz 12 MB Smart Cache - Procesador (Intel Xeon E, 3,3 GHz, LGA 1151 (Zócalo H4), Servidor/estación de Trabajo, 14 NM, E-2126G)",375.60
YZHIQIANG Producto electrónico 7 580 0X r7 5800x 3.8 g Hz Ocho núcleo 16-Hilo UPC Procesador 7nm L3 = 32M 100-000000063 Zócalo am4 procesador,937.34
SONGHUA Accesorios para computadora Fx- Serie FX-8300 FX 8300 FX8300 3.3 g HZ Ocho núcleo UPC Procesador Fd8300wmw8khk Zócalo am3 + UPC procesador,108.43
Intel Procesador Core i7 i7-4790K de Cuatro núcleos (4 núcleos) de 4 GHz - Socket H3 LGA-1150 Pack CM8064601710501,338.00
"HP DL360e Gen8 Intel Xeon E5-2403 (1.80GHz/4-core/10MB/80W) - Procesador (Intel Xeon, 1,8 GHz, 1066 MHz, 375 GB, DDR3-SDRAM, 800, 1066 MHz)",71.97
"Intel Procesador Core i5-2400 CPU de doble núcleo zócalo de 3,2 GHz LGA1155 sr00q PC (reacondicionado)",91.08
"Intel Core i5-4460 - Procesador (Intel Core i5-4xxx, 3,2 GHz, Socket H3 (LGA 1150), 32 GB, DDR3-SDRAM, 1333,1600 MHz)",91.08
"Procesador Intel Core i9-10920X (3,5 GHz)",91.08
"Nfortec Sculptor, disipador por aire para CPU de alto rendimiento con iluminación ARGB y compatible con Intel y AMD, color blanco",42.05
Intel Core I5-12600,240.45
"AMD A6-6400K - Procesador (3.9 GHz, FM2, Radeon HD 8470D, DDR3-SDRAM)",240.45
"Intel Core Q9550 - Procesador (Intel® Core™2 Quad, 2,83 GHz, LGA 775 (Socket T), 45 NM, Q9550, 1333 MHz)",240.45
SONGHUA Accesorios para computadora 5 3500 R5 3500 3.6g Hz Seis núcleos de Seis Hilo UPC Procesador 6 5W L3 = 16m Zócalo am4 UPC procesador,355.22
"Intel NUC 10 NUC10i5FNHN, Performance Kit, barebones - Procesador Intel Core i5",693.00
Hopcd 4 Canales CCTV Video Quad Splitter & Switcher CCTV DVR Cámara de Seguridad Video Splitter Sistema de procesador para hogar/Oficina/supermercado/apartamento,49.99
"Office i7K - Core i7 11700K 8Core 5,10GHz Turbo, SSD NVMe 256GB + HD 1TB, RAM 16GB, COMPUTADORA Office, WiFi Incluido, Windows 11 Pro, Pc ensamblada I7 para Contadores",824.99
Silicon Power 8GB-DDR4-2666MHz 288 Pin CL19 1.2V Non-ECC Unbuffered-UDIMM Desktop Memory - Compatible con Placas Base Intel Skylake-X/Kaby Lake-X CPU Series,32.99
"Asustor Lockerstor 8 AS6508T 8 Bahías NAS - Dispositivo de Almacenamiento en Red, CPU Quad Core 2.1 GHz, 8GB de RAM DDR4, M.2 NVMe SSD caché (Sin Disco)",1.079.00
"Asustor Lockerstor 8 AS6508T 8 Bahías NAS - Dispositivo de Almacenamiento en Red, CPU Quad Core 2.1 GHz, 8GB de RAM DDR4, M.2 NVMe SSD caché (Sin Disco)",1.079.00
"Asustor Lockerstor 8 AS6508T 8 Bahías NAS - Dispositivo de Almacenamiento en Red, CPU Quad Core 2.1 GHz, 8GB de RAM DDR4, M.2 NVMe SSD caché (Sin Disco)",1.079.00
"Asustor Lockerstor 8 AS6508T 8 Bahías NAS - Dispositivo de Almacenamiento en Red, CPU Quad Core 2.1 GHz, 8GB de RAM DDR4, M.2 NVMe SSD caché (Sin Disco)",1.079.00
"Asustor Lockerstor 8 AS6508T 8 Bahías NAS - Dispositivo de Almacenamiento en Red, CPU Quad Core 2.1 GHz, 8GB de RAM DDR4, M.2 NVMe SSD caché (Sin Disco)",1.079.00
Kit de Rendimiento Intel NUC 10 NUC10i7FNK - Procesador Intel Core i7 (Cuerpo Delgado),829.99
Tree Of Life Tech Nerd Life procesador de núcleo de computadora CPU PopSockets PopGrip Intercambiable,17.99
Pro 300GE Pro 300GE 3.4 GHz Dual-Core Quad-Thread CPU Processor 35W YD300BC6M2OFH Socket AM4,99.00
Tonysa CPU para Xeon X5650 Six-Core Doce Hilos 2.66GHz 12M Cache LGA1366 CPU Versión Oficial,32.89
Kyocera 302 FM93096 – Procesador unidad PU-102 – 100.000 páginas – Garantía: 1Y,365.58
"KLEVV Bolt X Kit de 16GB (8GB x2) 3200MHz Memoria para Gamers DDR4-RAM XMP 2.0 no RGB Overclocking de Alto Rendimiento, KD48GU880-32A160U",65.74
Patriot Memory Viper Steel DDR4 3200 8GB (2x4GB) CL16 Kit de Memoria RAM Alto Rendimiento Gris,57.16
OFFTEK 8GB RAM Memory 240 Pin Dimm - 1.5v - DDR3 - PC3-12800 (1600Mhz) - Non-ECC,33.80
"Corsair CMK16GX4M2B3200C16 Vengeance LPX 16 GB (2 x 8 GB) DDR4 3200 MHz C16 XMP 2.0 Módulo de Memoria de Alto Rendimiento, Negro",74.34
"Corsair Vengeance RGB PRO 16 GB (2 x 8 GB) DDR4 3200 MHz C16 XMP 2.0 RGB LED Iluminación Módulo de Memoria de Alto Rendimiento, Negro",93.54
"Crucial Ballistix BL2K8G32C16U4B 3200 MHz, DDR4, DRAM, Memoria Gamer para Ordenadores de sobremesa, 16GB (8GB x2), CL16, Negro",77.65
,77.65
"Corsair Vengeance RGB PRO 16 GB (2 x 8 GB) DDR4 3200 MHz C16 XMP 2.0 RGB LED Iluminación Módulo de Memoria de Alto Rendimiento, Negro",93.54
"Corsair Vengeance LPX - Memoria interna de 8 GB (2 x 4 GB), DDR4, color Negro",52.22
"Corsair Dominator Platinum RGB Kit de Memoria 32 GB DDR4 3200 MHz C16, con Iluminación LED RGB, 2 x 16 GB, Negro",214.80
Memoria GSKILL DDR4 32GB PC3200 C16 TZ RGB Kit DE 2,186.44
Crucial RAM CT4G4SFS824A 4 GB DDR4 2400 MHz CL17 Memoria Portátil,18.99
"Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4 3600 MHz C18, Kit de Memoria de sobremesa de Alto Rendimiento (AMD optimizado), Color Negro",170.80
"Corsair CMV8GX4M1A2400C16 Value Select 8 GB (1 x 8 GB) DDR4 2400 MHz C16 Módulo de memoria del portátil, Negro",28.56
Crucial RAM CT102464BF160B 8 GB DDR3 1600 MHz CL11 Memoria Portátil,49.99
"Crucial RAM CT8G4DFRA266 8GB DDR4 2666 MHz CL19 Memoria de Escritorio, Green",26.99
"Corsair CMK8GX4M1A2400C16 Vengeance LPX 8 GB (1 x 8 GB) DDR4 2400 MHz C16 XMP 2.0 Módulo de Memoria de Alto Rendimiento, Negro",32.99
Corsair Vengeance RGB PRO Black - Módulo de Memoria DDR4-RAM 3600 MHz 2x 8GB (3600 MHz),87.68
"Corsair VENGEANCE RGB PRO 32GB, 2x16GB, DDR4 3200MHz C16 Módulos de Memoria de Adecuado Rendimiento, Negro",160.43
"Komputerbay - Memoria RAM portátil, 16GB (2 x 8GB), DDR3, PC3-10600/10666, 1333MHz, SODIMM (204-Pin), 9-9-9-24",59.00
TECMIYO 16GB Kit(2X8GB) PC3L-10600U DDR3/DDR3L 1333MHZ Udimm PC3-10600 DDR3-1333 DIMM 2RX8 Dual Rank 240 Pin 1.35/1.5V CL9 Non-ECC Unbuffered Desktop RAM Memory Module,68.98
CORSAIR Vengeance RGB Pro SL 32GB (2x16GB) DDR4 3200 (PC4-25600) C16 1.35V Módulos de Memoria de Alto Rendimiento - Blanco,159.64
Kingston FURY Beast 16GB (2x8GB) 2666MHz DDR4 CL16 Memoria para Ordenadores de sobremesa Kit de 2 KF426C16BBK2/16,76.91
"Corsair Value Select - Módulo de Memoria Principal de 8 GB (1 x 8 GB, DDR4, 2133 MHz, CL15), Negro (CMV8GX4M1A2133C15)",32.97
Memoria Vengeance LPX 1 X 8GB PC 3200 Negro CORSAIR Memoria CORSAIR DDR4 8GB 1X8GB PC 3200 Vengeance LPX Black CMK8GX4M1E3200C16,41.88
QUMOX 4GB DDR4 2133 2133MHz PC4-17000 PC-17000 (260 Pin) Memoria SODIMM 4GB,21.59
"Módulo de memoria SPECTRIX D55 DDR4 RGB 3200 MHz 16GB (2x8GB), dual package , High Performance",71.84
Crucial RAM CT2K32G4S266M 64 GB (2 x 32 GB) DDR4 2666 MHz CL19 Kit de memoria Mac,303.70
DUOMEIQI 16GB (2 x 8GB) Kit DDR3 / DDR3L 1600MHz SODIMM RAM PC3 / PC3L 12800S 2Rx8 1.35V /1.5V CL11 204 Pines RAM sin ECC para computadora portátil sin búfer,70.99
"Samsung M471B1G73EB0-YK0 - Memoria RAM DDR3L (8 GB, 1600 MHz, SoDimm, 204 pines)",41.90
"Corsair CMK32GX4M2D3000C16 Vengeance LPX 32 GB (2 x 16 GB) DDR4 3000 MHz C16 XMP 2.0 Módulo de Memoria de Alto Rendimiento, Negro",138.63
Patriot Memory Viper Steel DDR4 3200 8GB (2x4GB) CL16 Kit de Memoria RAM Alto Rendimiento Gris,57.16
Patriot Memory Viper Steel DDR4 3600 16GB (2x8GB) CL17 Kit de Memoria RAM Alto Rendimiento Gris,89.99
Silicon Power 8GB-DDR4-2666MHz 288 Pin CL19 1.2V Non-ECC Unbuffered-UDIMM Desktop Memory - Compatible con Placas Base Intel Skylake-X/Kaby Lake-X CPU Series,32.99
Crucial RAM CT2K102464BD160B 16 GB (2 x 8GB) DDR3 1600 MHz CL11 Kit de Memoria de Escritorio,67.14
Timetec Hynix IC DDR4 2666MHz PC4-21300 Unbuffered Non-ECC 1.2V CL19 1Rx8 Single Rank 260 Pin SODIMM Laptop Notebook Computer Memory RAM Module Upgrade (8GB),49.99
"Rasalas 8GB Kit (2X4GB) PC3-10600 DDR3 1333mhz Sodimm RAM for AMD Intel Laptop, MacBook Pro 13/15/17 Inch Early Late 2011, iMac 21.5 Inch Mid Late 2011, 27 Inch Mid 2011, Mac Mini 5,1 & 5,2 Mid",41.99
"Samsung 8GB kit (2 x 4GB) DDR3 PC3 10600 1333MHz 204 PIN SODIMM ram memory upgrade for Apple iMac's - 2.8GHz Intel-Quad Core i5 mid 2010 ; 2.93GHz Intel Quad-Core i7 27""mid 2010 ; 3.06GHz Intel Core i3 mid 2010 21.5"" ; 3.2GHz Intel Core i3 21.5"" mid 2010 ; 3.2GHz Intel Core i3 27"" mid 2010 ; 3.6GHz Intel Core i5 27 "" mid 2010 .",42.30
Timetec Hynix IC 4GB DDR3 1333MHz PC3-10600 Unbuffered Non-ECC 1.5V CL9 2Rx8 Dual Rank 240 Pin UDIMM PC Sobremesa Memoria Principal Module Upgrade (4GB),22.99
Patriot Memory Serie Signature Memoria RAM DDR3 1600 MHz PC3-12800 8GB (1x8GB) C11 - PSD38G16002H,34.99
"Komputerbay MacMemory - Kit de memoria RAM (2 x 2 GB, 667 MHz, DDR2, PC2-5300)",19.00
Integral 4GB DDR3 RAM 1600MHz SDRAM PC3-12800 Memoria para Escritorio/Ordenador,24.48
"Kingston KVR1333D3N9/8G - Memoria RAM de 8 GB (1333 MHz DDR3 Non-ECC CL9 DIMM, 240-pin, 1.5 V) Negro y Verde",40.96
"G.Skill F4-3600C18D-32GTZN Trident Z Neo- Memoria RAM de 32 GB (DIMM, DDR4-3600)",182.15
Corsair Vengeance SODIMM 8GB (1x8GB) DDR4 2666MHz CL18 Memoria para Portátiles/Notebooks (Soporte para Procesadores Intel Core™ i5 e i7 de 6ª Generación) Negro,33.50
"DUOMEIQI 16GB (2 x 8GB) Kit DDR3 / DDR3L 1600MHz SODIMM RAM PC3 / PC3L 12800S 2Rx8 1.35V /1.5V CL11 204 pines RAM sin ECC Memoria para computadora portátil sin búfer para sistemas Mac, Intel y AMD",65.49
"Komputerbay - Memoria SODIMM para portátil 8GB (2 x 4GB), PC2-6400, DDR2-800",150.00
Patriot Memory Serie Signature Memoria RAM DDR4 2400 MHz PC4-19200 16GB (1x16GB) C17 - PSD416G24002,74.99
8GB Kit (2x4GB) PC3 10600S DDR3 1333MHz 2RX8 Dual Rank PC2-10600 DDR3-1333 Sodimm 1.5V 204-pin Sdram Non-ECC Unbuffered Módulo de Memoria RAM para portátiles,42.99
"2GB 1333mhz DDR3, DDR3 2GB 1333Mhz DDR3 Memoria, 240pin RAM de Transmisión de Datos Súper Rápida, Admite Plug and Play, No Requiere Controlador, Totalmente Adecuado para Intel / AMD",19.09
"Samsung M393B1K70DH0-YH9 - Memoria RAM de 8 GB (DDR3, SDRAM, 1600 MHz)",29.59
"Samsung M471B5173EB0-YK0 - Memoria RAM Interna de 4 GB (1x4GB - DDR3, 1600 MHz) Color Verde",24.58
CORSAIR Vengeance RGB Pro SL 16GB (2x8GB) DDR4 3200 (PC4-25600) C16 Módulos de Memoria de Alto Rendimiento – Negro,93.33
Patriot Memory Viper 3 Black Mamba DDR3 1866 16GB (2x8GB) C10 Kit Memoria de Juego XMP 1.3 Negro PV316G186C0K,68.99
Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4 3600 (PC4-28800) C18 - Blanco,108.80
"Samsung - Memoria DDR3 SODIMM de 4 GB (1333 MHz, 1333 MHz)",23.68
Corsair Vengeance SODIMM 8GB (1x8GB) DDR4 2400MHz CL16 Memoria para Portátiles/Notebooks (Soporte para Procesadores Intel Core™ i5 e i7 de 6ª Generación) Negro,40.99
Komputerbay 8GB (2x 4GB) DDR3 DIMM (240 contactos) 1333Mhz PC3-10600/PC3-10666 9-9-9-25 1.5v,38.00
OFFTEK 8GB RAM Memory 240 Pin Dimm - 1.5v - DDR3 - PC3-12800 (1600Mhz) - Non-ECC,33.80
